S	-10mV	0mV	10mV	20mV	30mV	40mV
0.264	1.39e-11	4.63e-11	9.51e-11	1.494e-10	1.934e-10	2.44e-10
0.2644	1.383e-11	4.63e-11	9.51e-11	1.4944e-10	1.9344e-10	2.438e-10
0.2648	1.376e-11	4.63e-11	9.51e-11	1.4948e-10	1.9348e-10	2.436e-10
0.2652	1.369e-11	4.63e-11	9.51e-11	1.4952e-10	1.9352e-10	2.434e-10
0.2656	1.362e-11	4.63e-11	9.51e-11	1.4956e-10	1.9356e-10	2.432e-10
0.266	1.355e-11	4.63e-11	9.51e-11	1.496e-10	1.936e-10	2.43e-10
0.2664	1.348e-11	4.63e-11	9.51e-11	1.4964e-10	1.9364e-10	2.428e-10
0.2668	1.341e-11	4.63e-11	9.51e-11	1.4968e-10	1.9368e-10	2.426e-10
0.2672	1.334e-11	4.63e-11	9.51e-11	1.4972e-10	1.9372e-10	2.424e-10
0.2676	1.327e-11	4.63e-11	9.51e-11	1.4976e-10	1.9376e-10	2.422e-10
0.268	1.32e-11	4.63e-11	9.51e-11	1.498e-10	1.938e-10	2.42e-10
0.2684	1.313e-11	4.63e-11	9.51e-11	1.4984e-10	1.9384e-10	2.418e-10
0.2688	1.306e-11	4.63e-11	9.51e-11	1.4988e-10	1.9388e-10	2.416e-10
0.2692	1.299e-11	4.63e-11	9.51e-11	1.4992e-10	1.9392e-10	2.414e-10
0.2696	1.292e-11	4.63e-11	9.51e-11	1.4996e-10	1.9396e-10	2.412e-10
0.27	1.285e-11	4.63e-11	9.51e-11	1.5e-10	1.94e-10	2.41e-10
0.2704	1.278e-11	4.63e-11	9.5048e-11	1.4976e-10	1.9404e-10	2.4096e-10
0.2708	1.271e-11	4.63e-11	9.4996e-11	1.4952e-10	1.9408e-10	2.4092e-10
0.2712	1.264e-11	4.63e-11	9.4944e-11	1.4928e-10	1.9412e-10	2.4088e-10
0.2716	1.257e-11	4.63e-11	9.4892e-11	1.4904e-10	1.9416e-10	2.4084e-10
0.272	1.25e-11	4.63e-11	9.484e-11	1.488e-10	1.942e-10	2.408e-10
0.2724	1.243e-11	4.63e-11	9.4788e-11	1.4856e-10	1.9424e-10	2.4076e-10
0.2728	1.236e-11	4.63e-11	9.4736e-11	1.4832e-10	1.9428e-10	2.4072e-10
0.2732	1.229e-11	4.63e-11	9.4684e-11	1.4808e-10	1.9432e-10	2.4068e-10
0.2736	1.222e-11	4.63e-11	9.4632e-11	1.4784e-10	1.9436e-10	2.4064e-10
0.274	1.215e-11	4.63e-11	9.458e-11	1.476e-10	1.944e-10	2.406e-10
0.2744	1.208e-11	4.63e-11	9.4528e-11	1.4736e-10	1.9444e-10	2.4056e-10
0.2748	1.201e-11	4.63e-11	9.4476e-11	1.4712e-10	1.9448e-10	2.4052e-10
0.2752	1.194e-11	4.63e-11	9.4424e-11	1.4688e-10	1.9452e-10	2.4048e-10
0.2756	1.187e-11	4.63e-11	9.4372e-11	1.4664e-10	1.9456e-10	2.4044e-10
0.276	1.18e-11	4.63e-11	9.432e-11	1.464e-10	1.946e-10	2.404e-10
0.2764	1.173e-11	4.63e-11	9.4268e-11	1.4616e-10	1.9464e-10	2.4036e-10
0.2768	1.166e-11	4.63e-11	9.4216e-11	1.4592e-10	1.9468e-10	2.4032e-10
0.2772	1.159e-11	4.63e-11	9.4164e-11	1.4568e-10	1.9472e-10	2.4028e-10
0.2776	1.152e-11	4.63e-11	9.4112e-11	1.4544e-10	1.9476e-10	2.4024e-10
0.278	1.145e-11	4.63e-11	9.406e-11	1.452e-10	1.948e-10	2.402e-10
0.2784	1.138e-11	4.63e-11	9.4008e-11	1.4496e-10	1.9484e-10	2.4016e-10
0.2788	1.131e-11	4.63e-11	9.3956e-11	1.4472e-10	1.9488e-10	2.4012e-10
0.2792	1.124e-11	4.63e-11	9.3904e-11	1.4448e-10	1.9492e-10	2.4008e-10
0.2796	1.117e-11	4.63e-11	9.3852e-11	1.4424e-10	1.9496e-10	2.4004e-10
0.28	1.11e-11	4.63e-11	9.38e-11	1.44e-10	1.95e-10	2.4e-10
0.2804	1.10821333333333e-11	4.63e-11	9.3852e-11	1.44e-10	1.95e-10	2.3996e-10
0.2808	1.10642666666667e-11	4.63e-11	9.3904e-11	1.44e-10	1.95e-10	2.3992e-10
0.2812	1.10464e-11	4.63e-11	9.3956e-11	1.44e-10	1.95e-10	2.3988e-10
0.2816	1.10285333333333e-11	4.63e-11	9.4008e-11	1.44e-10	1.95e-10	2.3984e-10
0.282	1.10106666666667e-11	4.63e-11	9.406e-11	1.44e-10	1.95e-10	2.398e-10
0.2824	1.09928e-11	4.63e-11	9.4112e-11	1.44e-10	1.95e-10	2.3976e-10
0.2828	1.09749333333333e-11	4.63e-11	9.4164e-11	1.44e-10	1.95e-10	2.3972e-10
0.2832	1.09570666666667e-11	4.63e-11	9.4216e-11	1.44e-10	1.95e-10	2.3968e-10
0.2836	1.09392e-11	4.63e-11	9.4268e-11	1.44e-10	1.95e-10	2.3964e-10
0.284	1.09213333333333e-11	4.63e-11	9.432e-11	1.44e-10	1.95e-10	2.396e-10
0.2844	1.09034666666667e-11	4.63e-11	9.4372e-11	1.44e-10	1.95e-10	2.3956e-10
0.2848	1.08856e-11	4.63e-11	9.4424e-11	1.44e-10	1.95e-10	2.3952e-10
0.2852	1.08677333333333e-11	4.63e-11	9.4476e-11	1.44e-10	1.95e-10	2.3948e-10
0.2856	1.08498666666667e-11	4.63e-11	9.4528e-11	1.44e-10	1.95e-10	2.3944e-10
0.286	1.0832e-11	4.63e-11	9.458e-11	1.44e-10	1.95e-10	2.394e-10
0.2864	1.08141333333333e-11	4.63e-11	9.4632e-11	1.44e-10	1.95e-10	2.3936e-10
0.2868	1.07962666666667e-11	4.63e-11	9.4684e-11	1.44e-10	1.95e-10	2.3932e-10
0.2872	1.07784e-11	4.63e-11	9.4736e-11	1.44e-10	1.95e-10	2.3928e-10
0.2876	1.07605333333333e-11	4.63e-11	9.4788e-11	1.44e-10	1.95e-10	2.3924e-10
0.288	1.07426666666667e-11	4.63e-11	9.484e-11	1.44e-10	1.95e-10	2.392e-10
0.2884	1.07248e-11	4.63e-11	9.4892e-11	1.44e-10	1.95e-10	2.3916e-10
0.2888	1.07069333333333e-11	4.63e-11	9.4944e-11	1.44e-10	1.95e-10	2.3912e-10
0.2892	1.06890666666667e-11	4.63e-11	9.4996e-11	1.44e-10	1.95e-10	2.3908e-10
0.2896	1.06712e-11	4.63e-11	9.5048e-11	1.44e-10	1.95e-10	2.3904e-10
0.29	1.06533333333333e-11	4.63e-11	9.51e-11	1.44e-10	1.95e-10	2.39e-10
0.2904	1.06354666666667e-11	4.6344e-11	9.5144e-11	1.44e-10	1.9496e-10	2.3896e-10
0.2908	1.06176e-11	4.6388e-11	9.5188e-11	1.44e-10	1.9492e-10	2.3892e-10
0.2912	1.05997333333333e-11	4.6432e-11	9.5232e-11	1.44e-10	1.9488e-10	2.3888e-10
0.2916	1.05818666666667e-11	4.6476e-11	9.5276e-11	1.44e-10	1.9484e-10	2.3884e-10
0.292	1.0564e-11	4.652e-11	9.532e-11	1.44e-10	1.948e-10	2.388e-10
0.2924	1.05461333333333e-11	4.6564e-11	9.5364e-11	1.44e-10	1.9476e-10	2.3876e-10
0.2928	1.05282666666667e-11	4.6608e-11	9.5408e-11	1.44e-10	1.9472e-10	2.3872e-10
0.2932	1.05104e-11	4.6652e-11	9.5452e-11	1.44e-10	1.9468e-10	2.3868e-10
0.2936	1.04925333333333e-11	4.6696e-11	9.5496e-11	1.44e-10	1.9464e-10	2.3864e-10
0.294	1.04746666666667e-11	4.674e-11	9.554e-11	1.44e-10	1.946e-10	2.386e-10
0.2944	1.04568e-11	4.6784e-11	9.5584e-11	1.44e-10	1.9456e-10	2.3856e-10
0.2948	1.04389333333333e-11	4.6828e-11	9.5628e-11	1.44e-10	1.9452e-10	2.3852e-10
0.2952	1.04210666666667e-11	4.6872e-11	9.5672e-11	1.44e-10	1.9448e-10	2.3848e-10
0.2956	1.04032e-11	4.6916e-11	9.5716e-11	1.44e-10	1.9444e-10	2.3844e-10
0.296	1.03853333333333e-11	4.696e-11	9.576e-11	1.44e-10	1.944e-10	2.384e-10
0.2964	1.03674666666667e-11	4.7004e-11	9.5804e-11	1.44e-10	1.9436e-10	2.3836e-10
0.2968	1.03496e-11	4.7048e-11	9.5848e-11	1.44e-10	1.9432e-10	2.3832e-10
0.2972	1.03317333333333e-11	4.7092e-11	9.5892e-11	1.44e-10	1.9428e-10	2.3828e-10
0.2976	1.03138666666667e-11	4.7136e-11	9.5936e-11	1.44e-10	1.9424e-10	2.3824e-10
0.298	1.0296e-11	4.718e-11	9.598e-11	1.44e-10	1.942e-10	2.382e-10
0.2984	1.02781333333333e-11	4.7224e-11	9.6024e-11	1.44e-10	1.9416e-10	2.3816e-10
0.2988	1.02602666666667e-11	4.7268e-11	9.6068e-11	1.44e-10	1.9412e-10	2.3812e-10
0.2992	1.02424e-11	4.7312e-11	9.6112e-11	1.44e-10	1.9408e-10	2.3808e-10
0.2996	1.02245333333333e-11	4.7356e-11	9.6156e-11	1.44e-10	1.9404e-10	2.3804e-10
0.3	1.02066666666667e-11	4.74e-11	9.62e-11	1.44e-10	1.94e-10	2.38e-10
0.3004	1.01888e-11	4.7412e-11	9.6156e-11	1.4388e-10	1.9396e-10	2.3804e-10
0.3008	1.01709333333333e-11	4.7424e-11	9.6112e-11	1.4376e-10	1.9392e-10	2.3808e-10
0.3012	1.01530666666667e-11	4.7436e-11	9.6068e-11	1.4364e-10	1.9388e-10	2.3812e-10
0.3016	1.01352e-11	4.7448e-11	9.6024e-11	1.4352e-10	1.9384e-10	2.3816e-10
0.302	1.01173333333333e-11	4.746e-11	9.598e-11	1.434e-10	1.938e-10	2.382e-10
0.3024	1.00994666666667e-11	4.7472e-11	9.5936e-11	1.4328e-10	1.9376e-10	2.3824e-10
0.3028	1.00816e-11	4.7484e-11	9.5892e-11	1.4316e-10	1.9372e-10	2.3828e-10
0.3032	1.00637333333333e-11	4.7496e-11	9.5848e-11	1.4304e-10	1.9368e-10	2.3832e-10
0.3036	1.00458666666667e-11	4.7508e-11	9.5804e-11	1.4292e-10	1.9364e-10	2.3836e-10
0.304	1.0028e-11	4.752e-11	9.576e-11	1.428e-10	1.936e-10	2.384e-10
0.3044	1.00101333333333e-11	4.7532e-11	9.5716e-11	1.4268e-10	1.9356e-10	2.3844e-10
0.3048	9.99226666666667e-12	4.7544e-11	9.5672e-11	1.4256e-10	1.9352e-10	2.3848e-10
0.3052	9.9744e-12	4.7556e-11	9.5628e-11	1.4244e-10	1.9348e-10	2.3852e-10
0.3056	9.95653333333333e-12	4.7568e-11	9.5584e-11	1.4232e-10	1.9344e-10	2.3856e-10
0.306	9.93866666666667e-12	4.758e-11	9.554e-11	1.422e-10	1.934e-10	2.386e-10
0.3064	9.9208e-12	4.7592e-11	9.5496e-11	1.4208e-10	1.9336e-10	2.3864e-10
0.3068	9.90293333333333e-12	4.7604e-11	9.5452e-11	1.4196e-10	1.9332e-10	2.3868e-10
0.3072	9.88506666666666e-12	4.7616e-11	9.5408e-11	1.4184e-10	1.9328e-10	2.3872e-10
0.3076	9.8672e-12	4.7628e-11	9.5364e-11	1.4172e-10	1.9324e-10	2.3876e-10
0.308	9.84933333333333e-12	4.764e-11	9.532e-11	1.416e-10	1.932e-10	2.388e-10
0.3084	9.83146666666667e-12	4.7652e-11	9.5276e-11	1.4148e-10	1.9316e-10	2.3884e-10
0.3088	9.8136e-12	4.7664e-11	9.5232e-11	1.4136e-10	1.9312e-10	2.3888e-10
0.3092	9.79573333333333e-12	4.7676e-11	9.5188e-11	1.4124e-10	1.9308e-10	2.3892e-10
0.3096	9.77786666666666e-12	4.7688e-11	9.5144e-11	1.4112e-10	1.9304e-10	2.3896e-10
0.31	9.76e-12	4.77e-11	9.51e-11	1.41e-10	1.93e-10	2.39e-10
0.3104	9.8016e-12	4.7644e-11	9.51e-11	1.4092e-10	1.928e-10	2.392e-10
0.3108	9.8432e-12	4.7588e-11	9.51e-11	1.4084e-10	1.926e-10	2.394e-10
0.3112	9.8848e-12	4.7532e-11	9.51e-11	1.4076e-10	1.924e-10	2.396e-10
0.3116	9.9264e-12	4.7476e-11	9.51e-11	1.4068e-10	1.922e-10	2.398e-10
0.312	9.968e-12	4.742e-11	9.51e-11	1.406e-10	1.92e-10	2.4e-10
0.3124	1.00096e-11	4.7364e-11	9.51e-11	1.4052e-10	1.918e-10	2.402e-10
0.3128	1.00512e-11	4.7308e-11	9.51e-11	1.4044e-10	1.916e-10	2.404e-10
0.3132	1.00928e-11	4.7252e-11	9.51e-11	1.4036e-10	1.914e-10	2.406e-10
0.3136	1.01344e-11	4.7196e-11	9.51e-11	1.4028e-10	1.912e-10	2.408e-10
0.314	1.0176e-11	4.714e-11	9.51e-11	1.402e-10	1.91e-10	2.41e-10
0.3144	1.02176e-11	4.7084e-11	9.51e-11	1.4012e-10	1.908e-10	2.412e-10
0.3148	1.02592e-11	4.7028e-11	9.51e-11	1.4004e-10	1.906e-10	2.414e-10
0.3152	1.03008e-11	4.6972e-11	9.51e-11	1.3996e-10	1.904e-10	2.416e-10
0.3156	1.03424e-11	4.6916e-11	9.51e-11	1.3988e-10	1.902e-10	2.418e-10
0.316	1.0384e-11	4.686e-11	9.51e-11	1.398e-10	1.9e-10	2.42e-10
0.3164	1.04256e-11	4.6804e-11	9.51e-11	1.3972e-10	1.898e-10	2.422e-10
0.3168	1.04672e-11	4.6748e-11	9.51e-11	1.3964e-10	1.896e-10	2.424e-10
0.3172	1.05088e-11	4.6692e-11	9.51e-11	1.3956e-10	1.894e-10	2.426e-10
0.3176	1.05504e-11	4.6636e-11	9.51e-11	1.3948e-10	1.892e-10	2.428e-10
0.318	1.0592e-11	4.658e-11	9.51e-11	1.394e-10	1.89e-10	2.43e-10
0.3184	1.06336e-11	4.6524e-11	9.51e-11	1.3932e-10	1.888e-10	2.432e-10
0.3188	1.06752e-11	4.6468e-11	9.51e-11	1.3924e-10	1.886e-10	2.434e-10
0.3192	1.07168e-11	4.6412e-11	9.51e-11	1.3916e-10	1.884e-10	2.436e-10
0.3196	1.07584e-11	4.6356e-11	9.51e-11	1.3908e-10	1.882e-10	2.438e-10
0.32	1.08e-11	4.63e-11	9.51e-11	1.39e-10	1.88e-10	2.44e-10
0.3204	1.07584e-11	4.63e-11	9.4808e-11	1.39e-10	1.88e-10	2.4408e-10
0.3208	1.07168e-11	4.63e-11	9.4516e-11	1.39e-10	1.88e-10	2.4416e-10
0.3212	1.06752e-11	4.63e-11	9.4224e-11	1.39e-10	1.88e-10	2.4424e-10
0.3216	1.06336e-11	4.63e-11	9.3932e-11	1.39e-10	1.88e-10	2.4432e-10
0.322	1.0592e-11	4.63e-11	9.364e-11	1.39e-10	1.88e-10	2.444e-10
0.3224	1.05504e-11	4.63e-11	9.3348e-11	1.39e-10	1.88e-10	2.4448e-10
0.3228	1.05088e-11	4.63e-11	9.3056e-11	1.39e-10	1.88e-10	2.4456e-10
0.3232	1.04672e-11	4.63e-11	9.2764e-11	1.39e-10	1.88e-10	2.4464e-10
0.3236	1.04256e-11	4.63e-11	9.2472e-11	1.39e-10	1.88e-10	2.4472e-10
0.324	1.0384e-11	4.63e-11	9.218e-11	1.39e-10	1.88e-10	2.448e-10
0.3244	1.03424e-11	4.63e-11	9.1888e-11	1.39e-10	1.88e-10	2.4488e-10
0.3248	1.03008e-11	4.63e-11	9.1596e-11	1.39e-10	1.88e-10	2.4496e-10
0.3252	1.02592e-11	4.63e-11	9.1304e-11	1.39e-10	1.88e-10	2.4504e-10
0.3256	1.02176e-11	4.63e-11	9.1012e-11	1.39e-10	1.88e-10	2.4512e-10
0.326	1.0176e-11	4.63e-11	9.072e-11	1.39e-10	1.88e-10	2.452e-10
0.3264	1.01344e-11	4.63e-11	9.0428e-11	1.39e-10	1.88e-10	2.4528e-10
0.3268	1.00928e-11	4.63e-11	9.0136e-11	1.39e-10	1.88e-10	2.4536e-10
0.3272	1.00512e-11	4.63e-11	8.9844e-11	1.39e-10	1.88e-10	2.4544e-10
0.3276	1.00096e-11	4.63e-11	8.9552e-11	1.39e-10	1.88e-10	2.4552e-10
0.328	9.968e-12	4.63e-11	8.926e-11	1.39e-10	1.88e-10	2.456e-10
0.3284	9.9264e-12	4.63e-11	8.8968e-11	1.39e-10	1.88e-10	2.4568e-10
0.3288	9.8848e-12	4.63e-11	8.8676e-11	1.39e-10	1.88e-10	2.4576e-10
0.3292	9.8432e-12	4.63e-11	8.8384e-11	1.39e-10	1.88e-10	2.4584e-10
0.3296	9.8016e-12	4.63e-11	8.8092e-11	1.39e-10	1.88e-10	2.4592e-10
0.33	9.76e-12	4.63e-11	8.78e-11	1.39e-10	1.88e-10	2.46e-10
0.3304	9.85760000000001e-12	4.6108e-11	8.78e-11	1.3888e-10	1.88e-10	2.4576e-10
0.3308	9.9552e-12	4.5916e-11	8.78e-11	1.3876e-10	1.88e-10	2.4552e-10
0.3312	1.00528e-11	4.5724e-11	8.78e-11	1.3864e-10	1.88e-10	2.4528e-10
0.3316	1.01504e-11	4.5532e-11	8.78e-11	1.3852e-10	1.88e-10	2.4504e-10
0.332	1.0248e-11	4.534e-11	8.78e-11	1.384e-10	1.88e-10	2.448e-10
0.3324	1.03456e-11	4.5148e-11	8.78e-11	1.3828e-10	1.88e-10	2.4456e-10
0.3328	1.04432e-11	4.4956e-11	8.78e-11	1.3816e-10	1.88e-10	2.4432e-10
0.3332	1.05408e-11	4.4764e-11	8.78e-11	1.3804e-10	1.88e-10	2.4408e-10
0.3336	1.06384e-11	4.4572e-11	8.78e-11	1.3792e-10	1.88e-10	2.4384e-10
0.334	1.0736e-11	4.438e-11	8.78e-11	1.378e-10	1.88e-10	2.436e-10
0.3344	1.08336e-11	4.4188e-11	8.78e-11	1.3768e-10	1.88e-10	2.4336e-10
0.3348	1.09312e-11	4.3996e-11	8.78e-11	1.3756e-10	1.88e-10	2.4312e-10
0.3352	1.10288e-11	4.3804e-11	8.78e-11	1.3744e-10	1.88e-10	2.4288e-10
0.3356	1.11264e-11	4.3612e-11	8.78e-11	1.3732e-10	1.88e-10	2.4264e-10
0.336	1.1224e-11	4.342e-11	8.78e-11	1.372e-10	1.88e-10	2.424e-10
0.3364	1.13216e-11	4.3228e-11	8.78e-11	1.3708e-10	1.88e-10	2.4216e-10
0.3368	1.14192e-11	4.3036e-11	8.78e-11	1.3696e-10	1.88e-10	2.4192e-10
0.3372	1.15168e-11	4.2844e-11	8.78e-11	1.3684e-10	1.88e-10	2.4168e-10
0.3376	1.16144e-11	4.2652e-11	8.78e-11	1.3672e-10	1.88e-10	2.4144e-10
0.338	1.1712e-11	4.246e-11	8.78e-11	1.366e-10	1.88e-10	2.412e-10
0.3384	1.18096e-11	4.2268e-11	8.78e-11	1.3648e-10	1.88e-10	2.4096e-10
0.3388	1.19072e-11	4.2076e-11	8.78e-11	1.3636e-10	1.88e-10	2.4072e-10
0.3392	1.20048e-11	4.1884e-11	8.78e-11	1.3624e-10	1.88e-10	2.4048e-10
0.3396	1.21024e-11	4.1692e-11	8.78e-11	1.3612e-10	1.88e-10	2.4024e-10
0.34	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3404	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3408	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3412	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3416	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.342	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3424	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3428	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3432	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3436	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.344	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3444	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3448	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3452	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3456	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.346	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3464	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3468	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3472	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3476	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.348	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3484	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3488	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3492	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3496	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.35	1.22e-11	4.15e-11	8.78e-11	1.36e-10	1.88e-10	2.4e-10
0.3504	1.2172e-11	4.15e-11	8.766e-11	1.3604e-10	1.8796e-10	2.4e-10
0.3508	1.2144e-11	4.15e-11	8.752e-11	1.3608e-10	1.8792e-10	2.4e-10
0.3512	1.2116e-11	4.15e-11	8.738e-11	1.3612e-10	1.8788e-10	2.4e-10
0.3516	1.2088e-11	4.15e-11	8.724e-11	1.3616e-10	1.8784e-10	2.4e-10
0.352	1.206e-11	4.15e-11	8.71e-11	1.362e-10	1.878e-10	2.4e-10
0.3524	1.2032e-11	4.15e-11	8.696e-11	1.3624e-10	1.8776e-10	2.4e-10
0.3528	1.2004e-11	4.15e-11	8.682e-11	1.3628e-10	1.8772e-10	2.4e-10
0.3532	1.1976e-11	4.15e-11	8.668e-11	1.3632e-10	1.8768e-10	2.4e-10
0.3536	1.1948e-11	4.15e-11	8.654e-11	1.3636e-10	1.8764e-10	2.4e-10
0.354	1.192e-11	4.15e-11	8.64e-11	1.364e-10	1.876e-10	2.4e-10
0.3544	1.1892e-11	4.15e-11	8.626e-11	1.3644e-10	1.8756e-10	2.4e-10
0.3548	1.1864e-11	4.15e-11	8.612e-11	1.3648e-10	1.8752e-10	2.4e-10
0.3552	1.1836e-11	4.15e-11	8.598e-11	1.3652e-10	1.8748e-10	2.4e-10
0.3556	1.1808e-11	4.15e-11	8.584e-11	1.3656e-10	1.8744e-10	2.4e-10
0.356	1.178e-11	4.15e-11	8.57e-11	1.366e-10	1.874e-10	2.4e-10
0.3564	1.1752e-11	4.15e-11	8.556e-11	1.3664e-10	1.8736e-10	2.4e-10
0.3568	1.1724e-11	4.15e-11	8.542e-11	1.3668e-10	1.8732e-10	2.4e-10
0.3572	1.1696e-11	4.15e-11	8.528e-11	1.3672e-10	1.8728e-10	2.4e-10
0.3576	1.1668e-11	4.15e-11	8.514e-11	1.3676e-10	1.8724e-10	2.4e-10
0.358	1.164e-11	4.15e-11	8.5e-11	1.368e-10	1.872e-10	2.4e-10
0.3584	1.1612e-11	4.15e-11	8.486e-11	1.3684e-10	1.8716e-10	2.4e-10
0.3588	1.1584e-11	4.15e-11	8.472e-11	1.3688e-10	1.8712e-10	2.4e-10
0.3592	1.1556e-11	4.15e-11	8.458e-11	1.3692e-10	1.8708e-10	2.4e-10
0.3596	1.1528e-11	4.15e-11	8.444e-11	1.3696e-10	1.8704e-10	2.4e-10
0.36	1.15e-11	4.15e-11	8.43e-11	1.37e-10	1.87e-10	2.4e-10
0.3604	1.1472e-11	4.15e-11	8.4344e-11	1.3704e-10	1.8696e-10	2.4004e-10
0.3608	1.1444e-11	4.15e-11	8.4388e-11	1.3708e-10	1.8692e-10	2.4008e-10
0.3612	1.1416e-11	4.15e-11	8.4432e-11	1.3712e-10	1.8688e-10	2.4012e-10
0.3616	1.1388e-11	4.15e-11	8.4476e-11	1.3716e-10	1.8684e-10	2.4016e-10
0.362	1.136e-11	4.15e-11	8.452e-11	1.372e-10	1.868e-10	2.402e-10
0.3624	1.1332e-11	4.15e-11	8.4564e-11	1.3724e-10	1.8676e-10	2.4024e-10
0.3628	1.1304e-11	4.15e-11	8.4608e-11	1.3728e-10	1.8672e-10	2.4028e-10
0.3632	1.1276e-11	4.15e-11	8.4652e-11	1.3732e-10	1.8668e-10	2.4032e-10
0.3636	1.1248e-11	4.15e-11	8.4696e-11	1.3736e-10	1.8664e-10	2.4036e-10
0.364	1.122e-11	4.15e-11	8.474e-11	1.374e-10	1.866e-10	2.404e-10
0.3644	1.1192e-11	4.15e-11	8.4784e-11	1.3744e-10	1.8656e-10	2.4044e-10
0.3648	1.1164e-11	4.15e-11	8.4828e-11	1.3748e-10	1.8652e-10	2.4048e-10
0.3652	1.1136e-11	4.15e-11	8.4872e-11	1.3752e-10	1.8648e-10	2.4052e-10
0.3656	1.1108e-11	4.15e-11	8.4916e-11	1.3756e-10	1.8644e-10	2.4056e-10
0.366	1.108e-11	4.15e-11	8.496e-11	1.376e-10	1.864e-10	2.406e-10
0.3664	1.1052e-11	4.15e-11	8.5004e-11	1.3764e-10	1.8636e-10	2.4064e-10
0.3668	1.1024e-11	4.15e-11	8.5048e-11	1.3768e-10	1.8632e-10	2.4068e-10
0.3672	1.0996e-11	4.15e-11	8.5092e-11	1.3772e-10	1.8628e-10	2.4072e-10
0.3676	1.0968e-11	4.15e-11	8.5136e-11	1.3776e-10	1.8624e-10	2.4076e-10
0.368	1.094e-11	4.15e-11	8.518e-11	1.378e-10	1.862e-10	2.408e-10
0.3684	1.0912e-11	4.15e-11	8.5224e-11	1.3784e-10	1.8616e-10	2.4084e-10
0.3688	1.0884e-11	4.15e-11	8.5268e-11	1.3788e-10	1.8612e-10	2.4088e-10
0.3692	1.0856e-11	4.15e-11	8.5312e-11	1.3792e-10	1.8608e-10	2.4092e-10
0.3696	1.0828e-11	4.15e-11	8.5356e-11	1.3796e-10	1.8604e-10	2.4096e-10
0.37	1.08e-11	4.15e-11	8.54e-11	1.38e-10	1.86e-10	2.41e-10
0.3704	1.08e-11	4.15e-11	8.5552e-11	1.3804e-10	1.8596e-10	2.4096e-10
0.3708	1.08e-11	4.15e-11	8.5704e-11	1.3808e-10	1.8592e-10	2.4092e-10
0.3712	1.08e-11	4.15e-11	8.5856e-11	1.3812e-10	1.8588e-10	2.4088e-10
0.3716	1.08e-11	4.15e-11	8.6008e-11	1.3816e-10	1.8584e-10	2.4084e-10
0.372	1.08e-11	4.15e-11	8.616e-11	1.382e-10	1.858e-10	2.408e-10
0.3724	1.08e-11	4.15e-11	8.6312e-11	1.3824e-10	1.8576e-10	2.4076e-10
0.3728	1.08e-11	4.15e-11	8.6464e-11	1.3828e-10	1.8572e-10	2.4072e-10
0.3732	1.08e-11	4.15e-11	8.6616e-11	1.3832e-10	1.8568e-10	2.4068e-10
0.3736	1.08e-11	4.15e-11	8.6768e-11	1.3836e-10	1.8564e-10	2.4064e-10
0.374	1.08e-11	4.15e-11	8.692e-11	1.384e-10	1.856e-10	2.406e-10
0.3744	1.08e-11	4.15e-11	8.7072e-11	1.3844e-10	1.8556e-10	2.4056e-10
0.3748	1.08e-11	4.15e-11	8.7224e-11	1.3848e-10	1.8552e-10	2.4052e-10
